time,cpu_affinity,pid,rss,cpu,fault_flag
2022-11-23 11:43:00,37699,37699,21898919936,194.39,0
2022-11-23 11:43:00,37423,37423,21963669504,193.87,0
2022-11-23 11:44:00,37426,37426,21990801408,191.54,0
2022-11-23 11:44:00,37563,37563,21988442112,191.6,0
2022-11-23 11:44:00,37631,37631,21850882048,192.38,0
2022-11-23 11:44:00,37494,37494,22038446080,191.22,0
2022-11-23 11:44:00,37768,37768,22022193152,190.63,0
2022-11-23 11:44:00,37775,37775,21875654656,190.53,0
2022-11-23 11:44:00,37699,37699,21898919936,191.38,0
2022-11-23 11:44:00,37423,37423,21963669504,190.73,0
2022-11-23 11:45:00,37426,37426,21990801408,192.55,0
2022-11-23 11:45:00,37563,37563,21988442112,191.99,0
2022-11-23 11:45:00,37631,37631,21850882048,193.68,0
2022-11-23 11:45:00,37494,37494,22038446080,192.19,0
2022-11-23 11:45:00,37768,37768,22022193152,192.17,0
2022-11-23 11:45:00,37775,37775,21875654656,191.37,0
2022-11-23 11:45:00,37699,37699,21898919936,191.96,0
2022-11-23 11:45:00,37423,37423,21963669504,191.74,0
2022-11-23 11:46:00,37426,37426,21990801408,191.27,0
2022-11-23 11:46:00,37563,37563,21988442112,191.38,0
2022-11-23 11:46:00,37631,37631,21850882048,192.1,0
2022-11-23 11:46:00,37494,37494,22038446080,191.23,0
2022-11-23 11:46:00,37768,37768,22022193152,190.69,0
2022-11-23 11:46:00,37775,37775,21875654656,191.05,0
2022-11-23 11:46:00,37699,37699,21898919936,191.31,0
2022-11-23 11:46:00,37423,37423,21963669504,190.91,0
2022-11-23 11:47:00,37426,37426,21990801408,195.18,0
2022-11-23 11:47:00,37563,37563,21988442112,196.25,0
2022-11-23 11:47:00,37631,37631,21850882048,197.21,0
2022-11-23 11:47:00,37494,37494,22038446080,195.86,0
2022-11-23 11:47:00,37768,37768,22022193152,195.29,0
2022-11-23 11:47:00,37775,37775,21875654656,196.18,0
2022-11-23 11:47:00,37699,37699,21898919936,196.48,0
2022-11-23 11:47:00,37423,37423,21963669504,195.02,0
2022-11-23 11:48:00,37426,37426,21990801408,148.39,0
2022-11-23 11:48:00,37563,37563,21877686272,149.9,0
2022-11-23 11:48:00,37631,37631,21846163456,149.99,0
2022-11-23 11:48:00,37494,37494,22033727488,148.97,0
2022-11-23 11:48:00,37768,37768,22045392896,147.89,0
2022-11-23 11:48:00,37775,37775,21903572992,147.9,0
2022-11-23 11:48:00,37699,37699,21898919936,147.88,0
2022-11-23 11:48:00,37423,37423,21958950912,150.54,0
2022-11-23 11:49:00,37426,37426,21983723520,12.26,1
2022-11-23 11:49:00,37563,37563,21986082816,10.21,1
2022-11-23 11:49:00,37631,37631,21846163456,12.99,1
2022-11-23 11:49:00,37494,37494,22036086784,14.05,1
2022-11-23 11:49:00,37768,37768,22017474560,11.31,1
2022-11-23 11:49:00,37775,37775,21870936064,16.29,1
2022-11-23 11:49:00,37699,37699,21894201344,16.87,1
2022-11-23 11:49:00,37423,37423,21958950912,12.37,1
2022-11-23 11:50:00,37426,37426,21983723520,11.41,1
2022-11-23 11:50:00,37563,37563,22024617984,13.57,1
2022-11-23 11:50:00,37631,37631,21846163456,14.49,1
2022-11-23 11:50:00,37494,37494,22048669696,11.18,1
2022-11-23 11:50:00,37768,37768,22015115264,12.89,1
2022-11-23 11:50:00,37775,37775,21844983808,8.97,1
2022-11-23 11:50:00,37699,37699,21891842048,13.24,1
2022-11-23 11:50:00,37423,37423,21958557696,10.39,1
2022-11-23 11:51:00,37426,37426,21986082816,13.87,1
2022-11-23 11:51:00,37563,37563,22050963456,13.53,1
2022-11-23 11:51:00,37631,37631,21841444864,12.46,1
2022-11-23 11:51:00,37494,37494,22036086784,12.31,1
2022-11-23 11:51:00,37768,37768,22017474560,10.98,1
2022-11-23 11:51:00,37775,37775,21870936064,13.63,1
2022-11-23 11:51:00,37699,37699,21909536768,13.68,1
2022-11-23 11:51:00,37423,37423,21969567744,12.58,1
2022-11-23 11:52:00,37426,37426,21986082816,11.1,1
2022-11-23 11:52:00,37563,37563,21983723520,13.4,1
2022-11-23 11:52:00,37631,37631,21781348352,11.06,1
2022-11-23 11:52:00,37494,37494,22033727488,14.18,1
2022-11-23 11:52:00,37768,37768,22021799936,11.54,1
2022-11-23 11:52:00,37775,37775,21938176000,15.76,1
2022-11-23 11:52:00,37699,37699,21891842048,14.16,1
2022-11-23 11:52:00,37423,37423,21961310208,12.29,1
2022-11-23 11:53:00,37426,37426,21986082816,10.88,1
2022-11-23 11:53:00,37563,37563,21983723520,12.01,1
2022-11-23 11:53:00,37631,37631,21846163456,13.16,1
2022-11-23 11:53:00,37494,37494,22038446080,13.33,1
2022-11-23 11:53:00,37768,37768,22022193152,14.15,1
2022-11-23 11:53:00,37775,37775,21870936064,10.83,1
2022-11-23 11:53:00,37699,37699,21894201344,11.44,1
2022-11-23 11:53:00,37423,37423,21965635584,12.63,1
2022-11-23 11:54:00,37426,37426,21958164480,12.13,1
2022-11-23 11:54:00,37563,37563,21921267712,13.47,1
2022-11-23 11:54:00,37631,37631,21783707648,12.8,1
2022-11-23 11:54:00,37494,37494,22023110656,15.65,1
2022-11-23 11:54:00,37768,37768,22022193152,13.18,1
2022-11-23 11:54:00,37775,37775,21868576768,14.66,1
2022-11-23 11:54:00,37699,37699,21883191296,10.36,1
2022-11-23 11:54:00,37423,37423,21958950912,13.61,1
2022-11-23 11:55:00,37426,37426,21981364224,11.46,1
2022-11-23 11:55:00,37563,37563,21983723520,12.24,1
2022-11-23 11:55:00,37631,37631,21781348352,16.68,1
2022-11-23 11:55:00,37494,37494,22029008896,12.13,1
2022-11-23 11:55:00,37768,37768,22022193152,10.04,1
2022-11-23 11:55:00,37775,37775,21868576768,12.81,1
2022-11-23 11:55:00,37699,37699,21889482752,10.95,1
2022-11-23 11:55:00,37423,37423,21956591616,12.86,1
2022-11-23 11:56:00,37426,37426,21990801408,11.26,1
2022-11-23 11:56:00,37563,37563,21988442112,14.62,1
2022-11-23 11:56:00,37631,37631,21848522752,16.18,1
2022-11-23 11:56:00,37494,37494,22038446080,11.78,1
2022-11-23 11:56:00,37768,37768,22017474560,10.42,1
2022-11-23 11:56:00,37775,37775,21873295360,12.54,1
2022-11-23 11:56:00,37699,37699,21898919936,14.38,1
2022-11-23 11:56:00,37423,37423,21958950912,14.98,1
2022-11-23 11:57:00,37426,37426,21990801408,12.32,1
2022-11-23 11:57:00,37563,37563,21988442112,12.93,1
2022-11-23 11:57:00,37631,37631,21850882048,12.81,1
2022-11-23 11:57:00,37494,37494,22033727488,14.41,1
2022-11-23 11:57:00,37768,37768,22017474560,12.14,1
2022-11-23 11:57:00,37775,37775,21870936064,11.37,1
2022-11-23 11:57:00,37699,37699,21894201344,13.16,1
2022-11-23 11:57:00,37423,37423,21958950912,15.07,1
2022-11-23 11:58:00,37426,37426,21990801408,13.98,1
2022-11-23 11:58:00,37563,37563,21983723520,11.96,1
2022-11-23 11:58:00,37631,37631,21833187328,12.46,1
2022-11-23 11:58:00,37494,37494,22033727488,11.49,1
2022-11-23 11:58:00,37768,37768,22065053696,11.84,1
2022-11-23 11:58:00,37775,37775,21868576768,13.08,1
2022-11-23 11:58:00,37699,37699,21894201344,12.73,1
2022-11-23 11:58:00,37423,37423,21874540544,13.43,1
2022-11-23 11:59:00,37426,37426,21986082816,12.81,1
2022-11-23 11:59:00,37563,37563,22024617984,14.34,1
2022-11-23 11:59:00,37631,37631,21846163456,12.46,1
2022-11-23 11:59:00,37494,37494,22036086784,12.74,1
2022-11-23 11:59:00,37768,37768,22022193152,11.33,1
2022-11-23 11:59:00,37775,37775,21870936064,13.31,1
2022-11-23 11:59:00,37699,37699,21894201344,15.0,1
2022-11-23 11:59:00,37423,37423,21961310208,13.02,1
2022-11-23 12:00:00,37426,37426,21986082816,11.85,1
2022-11-23 12:00:00,37563,37563,21983723520,12.32,1
2022-11-23 12:00:00,37631,37631,21846163456,11.75,1
2022-11-23 12:00:00,37494,37494,22018785280,11.67,1
2022-11-23 12:00:00,37768,37768,21952659456,13.53,1
2022-11-23 12:00:00,37775,37775,21873295360,12.51,1
2022-11-23 12:00:00,37699,37699,21894201344,11.8,1
2022-11-23 12:00:00,37423,37423,21958950912,12.15,1
2022-11-23 12:01:00,37426,37426,21986082816,14.24,1
2022-11-23 12:01:00,37563,37563,21988442112,15.84,1
2022-11-23 12:01:00,37631,37631,21846163456,11.77,1
2022-11-23 12:01:00,37494,37494,22031368192,12.98,1
2022-11-23 12:01:00,37768,37768,22041067520,12.3,1
2022-11-23 12:01:00,37775,37775,21879586816,10.07,1
2022-11-23 12:01:00,37699,37699,21937455104,11.1,1
2022-11-23 12:01:00,37423,37423,21961310208,10.74,1
2022-11-23 12:02:00,37426,37426,21986082816,11.75,1
2022-11-23 12:02:00,37563,37563,21983723520,11.77,1
2022-11-23 12:02:00,37631,37631,21846163456,14.21,1
2022-11-23 12:02:00,37494,37494,22027436032,12.53,1
2022-11-23 12:02:00,37768,37768,22017474560,12.02,1
2022-11-23 12:02:00,37775,37775,21870936064,11.75,1
2022-11-23 12:02:00,37699,37699,21894201344,14.89,1
2022-11-23 12:02:00,37423,37423,21958950912,10.96,1
2022-11-23 12:03:00,37426,37426,21975465984,11.36,1
2022-11-23 12:03:00,37563,37563,21979004928,11.84,1
2022-11-23 12:03:00,37631,37631,21844197376,14.46,1
2022-11-23 12:03:00,37494,37494,22029008896,15.03,1
2022-11-23 12:03:00,37768,37768,21950300160,12.4,1
2022-11-23 12:03:00,37775,37775,21873295360,14.32,1
2022-11-23 12:03:00,37699,37699,21894201344,12.74,1
2022-11-23 12:03:00,37423,37423,21952659456,10.43,1
2022-11-23 12:04:00,37426,37426,21990801408,10.75,1
2022-11-23 12:04:00,37563,37563,21849374720,12.3,1
2022-11-23 12:04:00,37631,37631,21733441536,11.79,1
2022-11-23 12:04:00,37494,37494,21971271680,13.91,1
2022-11-23 12:04:00,37768,37768,21950300160,19.25,1
2022-11-23 12:04:00,37775,37775,21764833280,11.81,1
2022-11-23 12:04:00,37699,37699,21959081984,11.65,1
2022-11-23 12:04:00,37423,37423,21833252864,10.62,1
2022-11-23 12:05:00,37426,37426,21986082816,11.53,1
2022-11-23 12:05:00,37563,37563,21986082816,14.86,1
2022-11-23 12:05:00,37631,37631,21897674752,11.98,1
2022-11-23 12:05:00,37494,37494,22033727488,14.02,1
2022-11-23 12:05:00,37768,37768,22017474560,14.29,1
2022-11-23 12:05:00,37775,37775,21870936064,9.71,1
2022-11-23 12:05:00,37699,37699,21891842048,14.31,1
2022-11-23 12:05:00,37423,37423,21958950912,10.8,1
2022-11-23 12:06:00,37426,37426,21990801408,12.42,1
2022-11-23 12:06:00,37563,37563,21983723520,15.16,1
2022-11-23 12:06:00,37631,37631,21848522752,12.59,1
2022-11-23 12:06:00,37494,37494,22038446080,12.8,1
2022-11-23 12:06:00,37768,37768,22022193152,13.58,1
2022-11-23 12:06:00,37775,37775,21875654656,11.4,1
